drug_id	drug_name	restrictions	drug_description	pathways	general_references
DB11270	Atractylodes japonica root oil	approved	Atractylodes japonica root oil is obtained from the roots of Atractylodes japonica, which is a herb native to eastern Asia. It is present in some cosmetic products such as whitening creams as an active ingredient and lubricant for skin irritation. Atractylodes japonica is reported to have anti-inflammatory and antinociceptive effects [A27223].		
DB11271	Polysilicone-15	approved	Polysilicone-15 is a silicone based UVB absorber [L2796, L2797, L2799, F87, F88, F89]. The compound is a colorless to pale yellow viscous liquid which is soluble in organic solvents of medium polarity and insoluble in water [L2796, L2797, L2799, F87, F88, F89]. It is the first polymeric UVB filer consisting of chromophores attached to a silicone backbone [L2796, L2797, L2799, F87, F88, F89]. When included in various other cosmetic shampoos, conditioners, or hairsprays the compound also functions as an effective photostabilizer of the product [L2796, L2797, L2799, F87, F88, F89].		
DB11272	Methyl undecenoyl leucinate	experimental	Methyl undecenoyl leucinate is an active ingredient in whitening creams. It is an α-MSH antagonist that inhibits melanin synthesis and tyrosinase activity and reduces expression of various melanogenic genes.		
DB11273	Dihydroergocornine	approved	Dihydroergocornine is one of the dihydrogenated ergot compounds that present very large hypotensive effects.[A32962] It is an artificial derivative of the crude extract of ergot and later purified, ergocornine.[A32964] The formation of dihydroergocornine implies the hydrogenation of the double bonds in the lysergic acid.[A32965] Dihydroergocornine presents a formula of 9,10 alpha-dihydro-12'-hydroxy-2',5'alpha-bis(1-methylethyl)-ergotaman-3',6',18-trione.[T190] It is found as one of the components in the ergoloid mesylate mixture. To know more about this mixture please refer to [DB01049]		
DB11274	Dihydro-alpha-ergocryptine	approved	Alpha-dihydroergocryptine is usually referred to the mixture of the alpha and beta dihydroergocryptine. These two compounds are differentiated in the position of a methyl group. This structural difference is due to a proteinogenic amino acid replacement from leucine to isoleucine.[T195] Both compounds are hydrogenated ergot derivatives. Alpha-dihydroergocryptine approved drug product is as a part of an ergoloid mixture. To know more about this mixture, please visit [DB01049]		
DB11275	Epicriptine	approved	Epicriptine is also known as beta-dihydroergocryptine presents a molecular formula of 9,10 alpha-dihydro-13'-epi-b-ergocryptine. Together with the alpha-dihydroergocryptine, it represents one-third of the ergoloid mesylate mixture. Epicriptine differs from the alpha form on the position of one methyl group.[T195] To know more about the mixture please visit [DB01049]		
DB11276	Pine needle oil (pinus mugo)	experimental	Pine needle oil is obtained from the needles of *Pinus mugo* tree via steam distillation. Major components of pine needle oil (pinus mugo) include α-Pinene, β-pinene, δ-3-carene, limonene, β-phellandrene, (E)-caryophyllene, and germacrene D. It is present in aromatherapeutic agents as a massage oil or fragrance and may also be used as a disinfectant, lubricant, sanitizer, antimicrobial, insecticide and organic herbicide.		
DB11277	Aluminum zirconium pentachlorohydrex gly	approved	Aluminum zirconium pentachlorohydrex gly, or Aluminum Zirconium Tetrachlorohydrex Glycine, is commonly used as an antiperspirant in many deodorant products. It is a coordination complex of Aluminum Zirconium pentachlorohydrate and glycine. Its anhydrous form allows the molecule to absorb moisture.		
DB11278	DL-Methylephedrine	approved	Methylephedrine is a sympathomimetic amine that appears in various over-the-counter cough and cold medications throughout the world [L2838], [L2839], [L2840]. The abuse of methylephedrine-containing medications has been reported in Japan. Methylephedrine is not legally available in the United States, but has been identified in cases of drug abuse [L2836].		
DB11279	Brilliant green cation	approved,vet_approved	Brilliant green, or ethanaminium, is a derivative of triarylmethane dye that has been used as a dye to color silk and wool. Due to its inhibitory actions against Gram positive microorganisms, brilliant green can be found in antiseptic products such as solutions and swabs used to prevent infection.		
DB11281	Bismuth subcarbonate	experimental,vet_approved			
DB11282	Diethyltoluamide	approved	Diethyltoluamide (DEET) is the common active ingredient in many insect repellent products. It is widely used to repel biting pests such as mosquitoes and ticks. Every year, DEET formulations are used to protect populations from mosquito-borne illnesses like West Nile Virus, the Zika virus, malaria, and/or tick-borne illnesses like Lyme disease and Rocky Mountain spotted fever. And, despite concerns over excessive exposure to the chemical, appropriate usage of the chemical at the recommended dosages and routes of administration have generally proven to be safe - even when most DEET products are largely designed to be applied directly to human skin, where the exact mechanisms of actions in which DEET is capable of repelling insects and causing toxicity to humans is still not fully elucidated.		
DB11283	DL-dimyristoylphosphatidylcholine	approved	A synthetic phospholipid used in liposomes and lipid bilayers for the study of biological membranes. It is used in commercial drug preparations to solubilize drugs for injection [A32711]		
DB11284	DL-dimyristoylphosphatidylglycerol	approved	DL-dimyristoylphosphatidylglycerol is a phospholipid used in commercially available pharmaceutical preparations to solubilize drugs for injection.		
DB11285	Ethyl ferulate	approved,experimental			
DB11286	Colloidal oatmeal	approved,nutraceutical	Colloidal oatmeal is produced by grinding fine granules of oatmeal and boiling it to extract the colloidal material. It contains high concentrations of starches and beta-glucan that exhibits water-absorbing properties. Phenols are also contained in colloidal oatmeal, which possess antioxidant and anti-inflammatory activities, as well as UV-absorbing activity. Colloidal oatmeal is a FDA-approved skin protectant that temporarily protects and helps relieve minor skin irritation and itching due to rashes, eczema, poison ivy, oak, sumac, or insect bites. It is available in topical products as a skin soothing agent.		
DB11288	Borneol	experimental			
DB11289	Methicone (20 CST)	experimental			
DB11290	Aluminium tristearate	experimental,vet_approved			
DB11291	2-ethylhexyl benzoate	experimental			
DB11293	Rice bran oil	approved	Rice bran oil is extracted from the hard outer brown layer of rice after chaff (rice husk) used for high-temperature cooking methods such as deep frying and stir frying. It contains monosaturated fatty acids, polyunsaturated fatty acids, and saturated fatty acids. The major constituents of rice bran oil include myristic acid, palmitic acid, stearic acid, oleic acid, linoleic acid, and α-Linolenic acid. Rice bran oil is classified as an indirect additive used in food contact substances by the FDA.		
DB11294	Coccidioides immitis spherule	approved	Coccidioides immitis spherule is a skin test antigen indicated to detect delayed-type hypersensitivity to Coccidioides immitis in individuals with a history of pulmonary coccidioidomycosis.		
DB11295	Trichophyton verrucosum	approved	Trichophyton verrucosum is a fungus which can provoke allergic reactions. Trichophyton verrucosum extract is used in allergenic testing.		
DB11296	Prezatide	experimental	Prezatide is a tripeptide consisting of glycine, histidine, and lysine which readily forms a complex with copper ions [A19503]. Prezatide is used in cosmetic products for the skin and hair. It is known to aid wound healing and its potential applications in chronic obstructive pulmonary disease and metastatic colon cancer are currently being investigated.		
